interact_type	virus_unid	human_unid	VirusName	FamilyName
physical	P0DTC3	Q8IXU6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P08195	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O14745	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q6ZQN7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O00161	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9UMY4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q5VWJ9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9UNH7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9NZD8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q7Z698	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P31948	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q8WXE9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O14662	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P61764	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9BXI6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O60347	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9NU19	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q92609	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9P273	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P49755	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9NW97	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9BXS4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9H0E2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9Y5R8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q7Z392	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q8WVT3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P0DI81	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9UL33	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O43617	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9Y296	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q86SZ2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9Y2L5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q86TV6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O75386	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O95881	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P11441	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9UHD9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9NRR5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9Y5K5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q92890	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q8IZJ1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O95185	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q92738	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P55072	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9UID3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q8TBZ3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q8TAF3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P07947	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q7Z3T8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P42765	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q13085	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q92667	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8IZ07	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8N6H7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8N2F6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9UH62	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q5TC12	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9BXK5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96GS4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q567U6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9BS16	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q53EZ4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96MT8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8N668	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q86X83	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9UBI1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9H0A8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q7Z4G1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NX08	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O00429	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8N7B9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NVH0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q658Y4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P0C2W1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P06744	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9BUE6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P28290	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O95235	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8N9N7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q7Z434	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q969Z3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NZM1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q53F19	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8IXH7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96D46	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P57740	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P49790	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q99567	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NX40	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96GD0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O96011	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9H307	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q06190	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P62191	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P35998	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P62333	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q13200	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9UI14	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q3YEC7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NSC2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9Y467	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O15027	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96R06	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q13501	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q92734	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O94826	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O43399	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q7Z392	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8WVT3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9BRZ2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P11441	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NRR5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q70CQ3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O95229	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P28288	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P61221	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P42765	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q13085	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P24752	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NPJ3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q92685	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q6DCA0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9UM13	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q13825	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P78410	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P41223	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	E9PRG8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9UNZ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q6NZI2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q6P1N0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q5T0F9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96CT7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q6PK04	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P78371	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P49368	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P48643	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P40227	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O43633	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y3Y2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96KA5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P43155	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P48729	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P48730	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P49674	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q05048	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NV06	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O15075	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P26196	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P0CG13	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q92796	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NYP3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O60869	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q08426	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q14249	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P38117	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q00688	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9HA64	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BTV5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NU53	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P16403	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q93077	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P05204	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O00479	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q5T440	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P09914	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BXK1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P02545	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8N1G4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8IWT6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NQ29	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q14244	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P56270	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O15344	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P29372	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9HC36	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P49406	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96GC5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q7Z7F7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P82912	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P82914	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96E11	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O14524	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P35240	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9UMY1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P78316	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y3C1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96P11	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BRJ7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9UKS6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P05166	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q75T13	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8IXK0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y237	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q01970	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BY77	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9P2W1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q6PGN9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y2K5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P98179	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BTD8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BWE0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9H6W3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P26373	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P84098	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P61254	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P46779	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P42766	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y3U8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P63173	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P36578	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P46783	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62277	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62249	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62269	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P39019	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62851	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62854	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62857	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P61247	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P62701	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96EU6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y3A4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q15599	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q5T280	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q13501	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P37108	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P31948	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NYJ8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96EY4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y2S6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NX00	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96HV5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NQ34	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96S44	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9C040	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q16763	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P13051	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y3A2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y5J1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y2W2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O15213	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q5VV52	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P08183	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P49748	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P49748	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P24666	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P24666	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P24666	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P24666	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O60488	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O60503	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O60503	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9Y4W6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99943	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q99943	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q86UL3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P23526	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P23526	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P49419	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P49419	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q2TAA5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y672	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9H6U8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H6U8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NW15	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P04083	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O60306	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q07960	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q07960	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O75915	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O15144	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P78348	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P78348	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8WXF7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8NB49	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9HD20	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q15904	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q15904	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O75787	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O75787	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O75787	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q93050	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q93050	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y487	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y487	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P61421	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q16864	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q16864	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q16864	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P46379	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P46379	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P51572	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P51572	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P51572	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8WY22	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O00478	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O00478	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q7L1Q6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P61165	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WUH6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8WUH6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8WUH6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q8WUH6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9HAS0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9UFG5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q4ZIN3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q4ZIN3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q5SWX8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96A57	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96A57	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
